15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y2294818|       1000.000 |UN |Y2304710  |ZRAW|   |       280.000 |M  |1|    1 |        5.15 |     |
| Y2294818|       1000.000 |UN |Y2279591  |ZRAW|   |     1000.000 |UN |0|    1 |      122.18 |     |
| Y2294818|       1000.000 |UN |Y2279509  |ZRAW|   |       350.000 |M  |0|    1 |        3.65 |     |
| Y2293832|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293832|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293832|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293832|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294819|       1000.000 |UN |Y2279589  |ZRAW|   |     1000.000 |UN |0|    1 |      176.40 |     |
| Y2294819|       1000.000 |UN |Y2304710  |ZRAW|   |       500.000 |M  |1|    1 |        5.15 |     |
| Y2294819|       1000.000 |UN |Y2279509  |ZRAW|   |       690.000 |M  |0|    1 |        3.65 |     |
| Y2293833|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293833|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293833|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294820|       1000.000 |UN |Y2304717  |ZRAW|   |       350.000 |M  |1|    1 |        2.37 |     |
| Y2294820|       1000.000 |UN |Y2279632  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294820|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293834|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293834|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293834|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293834|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294821|       1000.000 |UN |Y2304717  |ZRAW|   |       350.000 |M  |1|    1 |        2.37 |     |
| Y2294821|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293835|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293835|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293835|       1000.000 |UN |Y2304716  |ZRAW|   |       180.000 |M  |1|    1 |        2.44 |     |
| Y2294822|       1000.000 |UN |Y2304717  |ZRAW|   |       350.000 |M  |1|    1 |        2.37 |     |
| Y2294822|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293836|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293836|       1000.000 |UN |Y4224890  |ZRAW|   |       250.000 |M  |0|    1 |        1.34 |     |
| Y2293836|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293836|       1000.000 |UN |Y2304716  |ZRAW|   |        90.000 |M  |1|    1 |        2.44 |     |
| Y2294823|       1000.000 |UN |Y2304717  |ZRAW|   |       180.000 |M  |1|    1 |        2.37 |     |
| Y2294823|       1000.000 |UN |Y2304704  |ZRAW|   |       180.000 |M  |1|    1 |        8.08 |     |
| Y2293837|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293837|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293837|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293837|       1000.000 |UN |Y2304716  |ZRAW|   |       180.000 |M  |1|    1 |        2.44 |     |
| Y2294824|       1000.000 |UN |Y2304717  |ZRAW|   |       350.000 |M  |1|    1 |        2.37 |     |
| Y2294824|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293838|       1000.000 |UN |Y2304704  |ZRAW|   |       370.000 |M  |1|    1 |        8.08 |     |
| Y2293838|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293838|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294825|       1000.000 |UN |Y2304717  |ZRAW|   |       180.000 |M  |1|    1 |        2.37 |     |
| Y2294825|       1000.000 |UN |Y2304704  |ZRAW|   |       180.000 |M  |1|    1 |        8.08 |     |
| Y2293839|       1000.000 |UN |Y2279617  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293839|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293839|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293839|       1000.000 |UN |Y2304716  |ZRAW|   |       120.000 |M  |1|    1 |        2.44 |     |
| Y2294826|       1000.000 |UN |Y2304717  |ZRAW|   |       350.000 |M  |1|    1 |        2.37 |     |
| Y2294826|       1000.000 |UN |Y2279632  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294826|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293840|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293840|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293840|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293840|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294827|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294827|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294827|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293841|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293841|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293841|       1000.000 |UN |Y2304716  |ZRAW|   |       180.000 |M  |1|    1 |        2.44 |     |
| Y2294828|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294828|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294828|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293842|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293842|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293842|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293842|       1000.000 |UN |Y2304716  |ZRAW|   |        90.000 |M  |1|    1 |        2.44 |     |
| Y2294829|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294829|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294829|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293843|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293843|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293843|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293843|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294830|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294830|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294830|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293844|       1000.000 |UN |Y2304704  |ZRAW|   |       370.000 |M  |1|    1 |        8.08 |     |
| Y2293844|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293844|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294831|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294831|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294831|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293845|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293845|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293845|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293845|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294832|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294832|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294832|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294833|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294833|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293846|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293846|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293846|       1000.000 |UN |Y2304716  |ZRAW|   |       180.000 |M  |1|    1 |        2.44 |     |
| Y2294834|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294834|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294834|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293847|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293847|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293847|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293847|       1000.000 |UN |Y2304716  |ZRAW|   |        90.000 |M  |1|    1 |        2.44 |     |
| Y2294835|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294835|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294835|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293848|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293848|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293848|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293848|       1000.000 |UN |Y2304716  |ZRAW|   |       180.000 |M  |1|    1 |        2.44 |     |
| Y2294836|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294836|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293849|       1000.000 |UN |Y2304704  |ZRAW|   |       370.000 |M  |1|    1 |        8.08 |     |
| Y2293849|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293849|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294837|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294837|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294837|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293850|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293850|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293850|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293850|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294838|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294838|       1000.000 |UN |Y2304704  |ZRAW|   |        35.000 |M  |1|    1 |        8.08 |     |
| Y2293851|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293851|       1000.000 |UN |Y2304715  |ZRAW|   |        80.000 |M  |1|    1 |        2.43 |     |
| Y2293851|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294839|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294839|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294839|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293852|       1000.000 |UN |Y2279615  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293852|       1000.000 |UN |Y4224890  |ZRAW|   |       250.000 |M  |0|    1 |        1.34 |     |
| Y2293852|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294840|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294840|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294840|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293853|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293853|       1000.000 |UN |Y2279583  |ZRAW|   |     1000.000 |UN |0|    1 |        5.67 |     |
| Y2293853|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293853|       1000.000 |UN |Y2304716  |ZRAW|   |        60.000 |M  |1|    1 |        2.44 |     |
| Y2294841|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294841|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294841|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293854|       1000.000 |UN |Y2304704  |ZRAW|   |       350.000 |M  |1|    1 |        8.08 |     |
| Y2293854|       1000.000 |UN |Y2304715  |ZRAW|   |       290.000 |M  |1|    1 |        2.43 |     |
| Y2293854|       1000.000 |UN |Y2304716  |ZRAW|   |       350.000 |M  |1|    1 |        2.44 |     |
| Y2294842|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294842|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2293855|       1000.000 |UN |Y2279617  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293855|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293855|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294843|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294843|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294843|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293856|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293856|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293856|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293856|       1000.000 |UN |Y2304716  |ZRAW|   |       290.000 |M  |1|    1 |        2.44 |     |
| Y2294844|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294844|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294844|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293857|       1000.000 |UN |Y2279622  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293857|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293857|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294845|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294845|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294845|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293858|       1000.000 |UN |Y2279622  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293858|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293858|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294846|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294846|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294846|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293859|       1000.000 |UN |Y4224890  |ZRAW|   |       180.000 |M  |0|    1 |        1.34 |     |
| Y2293859|       1000.000 |UN |Y2279584  |ZRAW|   |     1000.000 |UN |0|    1 |        7.77 |     |
| Y2293859|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294847|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294847|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294847|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293860|       1000.000 |UN |Y2279624  |ZRAW|   |     1000.000 |UN |0|    1 |        4.80 |     |
| Y2293860|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293860|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294848|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294848|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294848|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293861|       1000.000 |UN |Y2304705  |ZRAW|   |       180.000 |M  |1|    1 |        5.53 |     |
| Y2293861|       1000.000 |UN |Y2304715  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2294849|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294849|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294849|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293862|       1000.000 |UN |Y2279622  |ZRAW|   |     1000.000 |UN |0|    1 |        3.45 |     |
| Y2293862|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293862|       1000.000 |UN |Y2304715  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294850|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294850|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294850|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293863|       1000.000 |UN |Y2279624  |ZRAW|   |     1000.000 |UN |0|    1 |        4.80 |     |
| Y2293863|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293863|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294851|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294851|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294851|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293864|       1000.000 |UN |Y2279624  |ZRAW|   |     1000.000 |UN |0|    1 |        4.80 |     |
| Y2293864|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293864|       1000.000 |UN |Y2304715  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294852|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294852|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294852|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293865|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293865|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293865|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294853|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294853|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294853|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294854|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294854|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294854|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2293866|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293866|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293866|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294855|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294855|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294855|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293867|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2293867|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2293867|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2294856|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294856|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294856|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293868|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293868|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293868|       1000.000 |UN |Y2279634  |ZRAW|   |     1000.000 |UN |0|    1 |        3.28 |     |
| Y2294857|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294857|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2294857|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2293869|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2293869|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
| Y2293869|       1000.000 |UN |Y4224890  |ZRAW|   |       350.000 |M  |0|    1 |        1.34 |     |
| Y2294858|       1000.000 |UN |Y2279633  |ZRAW|   |     1000.000 |UN |0|    1 |        1.93 |     |
| Y2294858|       1000.000 |UN |Y2279580  |ZRAW|   |        90.000 |M  |1|    1 |        2.43 |     |
| Y2294858|       1000.000 |UN |Y4224890  |ZRAW|   |        90.000 |M  |0|    1 |        1.34 |     |
| Y2293870|       1000.000 |UN |Y2279580  |ZRAW|   |       180.000 |M  |1|    1 |        2.43 |     |
| Y2293870|       1000.000 |UN |Y2304704  |ZRAW|   |       200.000 |M  |1|    1 |        8.08 |     |
| Y2294859|       1000.000 |UN |Y2279580  |ZRAW|   |       350.000 |M  |1|    1 |        2.43 |     |
| Y2294859|       1000.000 |UN |Y2279585  |ZRAW|   |     1000.000 |UN |0|    1 |       12.66 |     |
