15012016                              Saída dinâmica de lista                                      1
------------------------------------------------------------------------------------------------------
15012016                          Fiscal - Cálculo Parcela Dedutível                             1
------------------------------------------------------------------------------------------------------
Fiscal - Cálculo Parcela Dedutível
------------------------------------------------------------------------------------------------------
| Material|Quantidade básica|UMB|Componente|TMat|Qtd|           Qtd|UM |O|   por| Prçstandard|Moeda|
| Y3957642|       1000.000 |UN |Y4154089  |HALB|   |        23.333 |M  |0|    1 |        2.02 |     |
| Y3957642|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957642|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957643|       1000.000 |UN |Y3955426  |HALB|X  |        20.000 |M  |0|    1 |        1.11 |     |
| Y3957643|       1000.000 |UN |Y3955426  |HALB|   |        23.333 |M  |0|    1 |        1.11 |     |
| Y3957643|       1000.000 |UN |Y3955548  |HALB|X  |        20.000 |M  |0|    1 |        2.49 |     |
| Y3957643|       1000.000 |UN |Y3955548  |HALB|   |        23.333 |M  |0|    1 |        2.49 |     |
| Y3957584|       1000.000 |UN |Y3959142  |HALB|X  |        55.000 |M  |0|    1 |        0.83 |     |
| Y3957584|       1000.000 |UN |Y3959142  |HALB|   |        22.960 |M  |0|    1 |        0.83 |     |
| Y3957584|       1000.000 |UN |Y3957238  |HALB|X  |        55.000 |M  |0|    1 |        1.77 |     |
| Y3957584|       1000.000 |UN |Y3957238  |HALB|   |        22.960 |M  |0|    1 |        1.77 |     |
| Y3957586|       1000.000 |UN |Y3955426  |HALB|X  |        55.000 |M  |0|    1 |        1.11 |     |
| Y3957586|       1000.000 |UN |Y3955426  |HALB|   |        23.333 |M  |0|    1 |        1.11 |     |
| Y3957586|       1000.000 |UN |Y3955548  |HALB|X  |        55.000 |M  |0|    1 |        2.49 |     |
| Y3957586|       1000.000 |UN |Y3955548  |HALB|   |        23.333 |M  |0|    1 |        2.49 |     |
| Y3957653|       1000.000 |UN |Y3959145  |HALB|X  |        55.000 |M  |0|    1 |        1.23 |     |
| Y3957653|       1000.000 |UN |Y3959145  |HALB|   |        22.960 |M  |0|    1 |        1.23 |     |
| Y3957653|       1000.000 |UN |Y3957163  |HALB|X  |        55.000 |M  |0|    1 |        1.56 |     |
| Y3957653|       1000.000 |UN |Y3957163  |HALB|   |        22.960 |M  |0|    1 |        1.56 |     |
| Y3957654|       1000.000 |UN |Y4154089  |HALB|X  |        20.000 |M  |0|    1 |        2.02 |     |
| Y3957654|       1000.000 |UN |Y4154089  |HALB|   |        23.333 |M  |0|    1 |        2.02 |     |
| Y3957654|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957654|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957657|       1000.000 |UN |Y3957244  |HALB|X  |        20.000 |M  |0|    1 |        2.61 |     |
| Y3957657|       1000.000 |UN |Y3957244  |HALB|   |        31.730 |M  |0|    1 |        2.61 |     |
| Y3957657|       1000.000 |UN |Y3959140  |HALB|X  |        20.000 |M  |0|    1 |        1.20 |     |
| Y3957657|       1000.000 |UN |Y3959140  |HALB|   |        31.730 |M  |0|    1 |        1.20 |     |
| Y3957659|       1000.000 |UN |Y3957241  |HALB|X  |        20.000 |M  |0|    1 |        2.10 |     |
| Y3957659|       1000.000 |UN |Y3957241  |HALB|   |        23.333 |M  |0|    1 |        2.10 |     |
| Y3957659|       1000.000 |UN |Y3957081  |HALB|X  |        20.000 |M  |0|    1 |        0.94 |     |
| Y3957659|       1000.000 |UN |Y3957081  |HALB|   |        23.333 |M  |0|    1 |        0.94 |     |
| Y3957660|       1000.000 |UN |Y3957244  |HALB|X  |        55.000 |M  |0|    1 |        2.61 |     |
| Y3957660|       1000.000 |UN |Y3957244  |HALB|   |        22.960 |M  |0|    1 |        2.61 |     |
| Y3957660|       1000.000 |UN |Y3959140  |HALB|X  |        55.000 |M  |0|    1 |        1.20 |     |
| Y3957660|       1000.000 |UN |Y3959140  |HALB|   |        22.960 |M  |0|    1 |        1.20 |     |
| Y3957661|       1000.000 |UN |Y3959037  |HALB|X  |        55.000 |M  |0|    1 |       18.71 |     |
| Y3957661|       1000.000 |UN |Y3959037  |HALB|   |        48.750 |M  |0|    1 |       18.71 |     |
| Y3957661|       1000.000 |UN |Y3959177  |HALB|X  |        55.000 |M  |0|    1 |        3.00 |     |
| Y3957661|       1000.000 |UN |Y3959177  |HALB|X  |        55.000 |M  |0|    1 |        3.00 |     |
| Y3957661|       1000.000 |UN |Y3959177  |HALB|   |        48.750 |M  |0|    1 |        3.00 |     |
| Y3957661|       1000.000 |UN |Y3959177  |HALB|   |        48.750 |M  |0|    1 |        3.00 |     |
| Y3957661|       1000.000 |UN |Y3957092  |HALB|X  |        55.000 |M  |0|    1 |        1.17 |     |
| Y3957661|       1000.000 |UN |Y3957092  |HALB|   |        48.750 |M  |0|    1 |        1.17 |     |
| Y3957552|       1000.000 |UN |Y3959176  |HALB|X  |        50.000 |M  |0|    1 |        1.50 |     |
| Y3957552|       1000.000 |UN |Y3959176  |HALB|   |       170.000 |M  |0|    1 |        1.50 |     |
| Y3957552|       1000.000 |UN |Y3183856  |HALB|X  |        50.000 |M  |2|1000 |      352.20 |     |
| Y3957552|       1000.000 |UN |Y3183856  |HALB|   |       170.000 |M  |2|1000 |      352.20 |     |
| Y3957552|       1000.000 |UN |Y3957091  |HALB|X  |        50.000 |M  |0|1000 |    1140.37 |     |
| Y3957552|       1000.000 |UN |Y3957091  |HALB|   |       170.000 |M  |0|1000 |    1140.37 |     |
| Y3957559|       1000.000 |UN |Y3955544  |HALB|X  |         5.000 |M  |0|    1 |        1.70 |     |
| Y3957559|       1000.000 |UN |Y3955544  |HALB|   |        22.960 |M  |0|    1 |        1.70 |     |
| Y3957559|       1000.000 |UN |Y3957078  |HALB|X  |         5.000 |M  |0|    1 |        0.80 |     |
| Y3957559|       1000.000 |UN |Y3957078  |HALB|   |        22.960 |M  |0|    1 |        0.80 |     |
| Y3957581|       1000.000 |UN |Y3957036  |HALB|X  |         5.000 |M  |0|    1 |        0.46 |     |
| Y3957581|       1000.000 |UN |Y3957036  |HALB|   |        21.650 |M  |0|    1 |        0.46 |     |
| Y3957581|       1000.000 |UN |Y3957107  |HALB|X  |         5.000 |M  |0|    1 |        0.87 |     |
| Y3957581|       1000.000 |UN |Y3957107  |HALB|   |        21.650 |M  |0|    1 |        0.87 |     |
| Y3957640|       1000.000 |UN |Y3957161  |HALB|X  |        55.000 |M  |0|    1 |        1.44 |     |
| Y3957640|       1000.000 |UN |Y3957161  |HALB|   |        20.270 |M  |0|    1 |        1.44 |     |
| Y3957640|       1000.000 |UN |Y3957091  |HALB|X  |        55.000 |M  |0|1000 |    1140.37 |     |
| Y3957640|       1000.000 |UN |Y3957091  |HALB|   |        20.270 |M  |0|1000 |    1140.37 |     |
| Y3957662|       1000.000 |UN |Y4148417  |HALB|X  |        25.000 |M  |0|    1 |        1.31 |     |
| Y3957662|       1000.000 |UN |Y4148417  |HALB|   |       167.000 |M  |0|    1 |        1.31 |     |
| Y3957662|       1000.000 |UN |Y3183856  |HALB|X  |        25.000 |M  |2|1000 |      352.20 |     |
| Y3957662|       1000.000 |UN |Y3183856  |HALB|   |       167.000 |M  |2|1000 |      352.20 |     |
| Y3957662|       1000.000 |UN |Y3957090  |HALB|X  |        25.000 |M  |0|    1 |        1.03 |     |
| Y3957662|       1000.000 |UN |Y3957090  |HALB|   |       167.000 |M  |0|    1 |        1.03 |     |
| Y3957647|       1000.000 |UN |Y3959123  |HALB|X  |         5.000 |M  |0|    1 |        1.35 |     |
| Y3957647|       1000.000 |UN |Y3959123  |HALB|   |        16.000 |M  |0|    1 |        1.35 |     |
| Y3957647|       1000.000 |UN |Y3959101  |HALB|X  |         5.000 |M  |0|    1 |        0.98 |     |
| Y3957647|       1000.000 |UN |Y3959101  |HALB|   |        16.000 |M  |0|    1 |        0.98 |     |
| Y3957648|       1000.000 |UN |Y3957265  |HALB|X  |        20.000 |M  |0|    1 |        2.48 |     |
| Y3957648|       1000.000 |UN |Y3957265  |HALB|   |        23.333 |M  |0|    1 |        2.48 |     |
| Y3957648|       1000.000 |UN |Y3956837  |HALB|X  |        20.000 |M  |2|    1 |        1.07 |     |
| Y3957648|       1000.000 |UN |Y3956837  |HALB|   |        23.333 |M  |2|    1 |        1.07 |     |
| Y3957649|       1000.000 |UN |Y3959039  |HALB|X  |         5.000 |M  |0|    1 |        0.76 |     |
| Y3957649|       1000.000 |UN |Y3959039  |HALB|   |        56.250 |M  |0|    1 |        0.76 |     |
| Y3957649|       1000.000 |UN |Y3959081  |HALB|X  |         5.000 |M  |0|    1 |        4.15 |     |
| Y3957649|       1000.000 |UN |Y3959081  |HALB|   |        56.250 |M  |0|    1 |        4.15 |     |
| Y3957650|       1000.000 |UN |Y3959099  |HALB|X  |        20.000 |M  |0|    1 |        0.76 |     |
| Y3957650|       1000.000 |UN |Y3959099  |HALB|   |        21.500 |M  |0|    1 |        0.76 |     |
| Y3957650|       1000.000 |UN |Y3957161  |HALB|X  |        20.000 |M  |0|    1 |        1.44 |     |
| Y3957650|       1000.000 |UN |Y3957161  |HALB|   |        21.500 |M  |0|    1 |        1.44 |     |
| Y3957651|       1000.000 |UN |Y3959099  |HALB|X  |        20.000 |M  |0|    1 |        0.76 |     |
| Y3957651|       1000.000 |UN |Y3959099  |HALB|   |        21.500 |M  |0|    1 |        0.76 |     |
| Y3957651|       1000.000 |UN |Y3957161  |HALB|X  |        20.000 |M  |0|    1 |        1.44 |     |
| Y3957651|       1000.000 |UN |Y3957161  |HALB|   |        21.500 |M  |0|    1 |        1.44 |     |
| Y3957548|       1000.000 |UN |Y3956627  |HALB|X  |        15.000 |M  |0|    1 |        0.54 |     |
| Y3957548|       1000.000 |UN |Y3956627  |HALB|   |        22.500 |M  |0|    1 |        0.54 |     |
| Y3957593|       1000.000 |UN |Y3955265  |HALB|X  |        55.000 |M  |2|    1 |        0.64 |     |
| Y3957593|       1000.000 |UN |Y3955265  |HALB|   |        21.250 |M  |2|    1 |        0.64 |     |
| Y3957593|       1000.000 |UN |Y3957158  |HALB|X  |        55.000 |M  |0|    1 |        1.21 |     |
| Y3957593|       1000.000 |UN |Y3957158  |HALB|   |        21.250 |M  |0|    1 |        1.21 |     |
| Y3957592|       1000.000 |UN |Y3956698  |HALB|X  |        50.000 |M  |0|    1 |        2.37 |     |
| Y3957592|       1000.000 |UN |Y3956698  |HALB|   |        16.328 |M  |0|    1 |        2.37 |     |
| Y3957592|       1000.000 |UN |Y3957038  |HALB|X  |        50.000 |M  |0|    1 |        0.51 |     |
| Y3957592|       1000.000 |UN |Y3957038  |HALB|   |        16.328 |M  |0|    1 |        0.51 |     |
| Y3957598|       1000.000 |UN |Y3956698  |HALB|X  |        50.000 |M  |0|    1 |        2.37 |     |
| Y3957598|       1000.000 |UN |Y3956698  |HALB|   |        16.328 |M  |0|    1 |        2.37 |     |
| Y3957598|       1000.000 |UN |Y3957038  |HALB|X  |        50.000 |M  |0|    1 |        0.51 |     |
| Y3957598|       1000.000 |UN |Y3957038  |HALB|   |        16.328 |M  |0|    1 |        0.51 |     |
| Y3957601|       1000.000 |UN |Y3956698  |HALB|X  |        50.000 |M  |0|    1 |        2.37 |     |
| Y3957601|       1000.000 |UN |Y3956698  |HALB|   |        16.328 |M  |0|    1 |        2.37 |     |
| Y3957601|       1000.000 |UN |Y3957038  |HALB|X  |        50.000 |M  |0|    1 |        0.51 |     |
| Y3957601|       1000.000 |UN |Y3957038  |HALB|   |        16.328 |M  |0|    1 |        0.51 |     |
| Y3957557|       1000.000 |UN |Y3955268  |HALB|X  |        40.000 |M  |2|    1 |        0.74 |     |
| Y3957557|       1000.000 |UN |Y3955268  |HALB|   |        47.000 |M  |2|    1 |        0.74 |     |
| Y3957557|       1000.000 |UN |Y3956570  |HALB|X  |        40.000 |M  |0|    1 |        0.18 |     |
| Y3957557|       1000.000 |UN |Y3956570  |HALB|   |        47.000 |M  |0|    1 |        0.18 |     |
| Y3957563|       1000.000 |UN |Y3956571  |HALB|X  |        40.000 |M  |0|    1 |        0.19 |     |
| Y3957563|       1000.000 |UN |Y3956571  |HALB|   |        47.000 |M  |0|    1 |        0.19 |     |
| Y3957563|       1000.000 |UN |Y3959099  |HALB|X  |        40.000 |M  |0|    1 |        0.76 |     |
| Y3957563|       1000.000 |UN |Y3959099  |HALB|   |        47.000 |M  |0|    1 |        0.76 |     |
| Y3957567|       1000.000 |UN |Y3956571  |HALB|X  |        40.000 |M  |0|    1 |        0.19 |     |
| Y3957567|       1000.000 |UN |Y3956571  |HALB|   |        47.000 |M  |0|    1 |        0.19 |     |
| Y3957567|       1000.000 |UN |Y3959099  |HALB|X  |        40.000 |M  |0|    1 |        0.76 |     |
| Y3957567|       1000.000 |UN |Y3959099  |HALB|   |        47.000 |M  |0|    1 |        0.76 |     |
| Y3957478|       1000.000 |UN |Y3956627  |HALB|X  |        15.000 |M  |0|    1 |        0.54 |     |
| Y3957478|       1000.000 |UN |Y3956627  |HALB|   |        22.500 |M  |0|    1 |        0.54 |     |
| Y3957617|       1000.000 |UN |Y3956860  |HALB|X  |         5.000 |M  |2|    1 |        0.87 |     |
| Y3957617|       1000.000 |UN |Y3956860  |HALB|   |        36.740 |M  |2|    1 |        0.87 |     |
| Y3957617|       1000.000 |UN |Y3955550  |HALB|X  |         5.000 |M  |0|    1 |        2.89 |     |
| Y3957617|       1000.000 |UN |Y3955550  |HALB|   |        36.740 |M  |0|    1 |        2.89 |     |
| Y3957524|       1000.000 |UN |Y3957141  |HALB|X  |        40.000 |M  |0|    1 |        0.40 |     |
| Y3957524|       1000.000 |UN |Y3957141  |HALB|   |       113.000 |M  |0|    1 |        0.40 |     |
| Y3957616|       1000.000 |UN |Y3956872  |HALB|X  |        55.000 |M  |2|    1 |        4.65 |     |
| Y3957616|       1000.000 |UN |Y3956872  |HALB|   |        53.750 |M  |2|    1 |        4.65 |     |
| Y3957587|       1000.000 |UN |Y3956867  |HALB|X  |        55.000 |M  |2|    1 |        1.26 |     |
| Y3957587|       1000.000 |UN |Y3956867  |HALB|   |        61.000 |M  |2|    1 |        1.26 |     |
| Y3957587|       1000.000 |UN |Y3957251  |HALB|X  |        55.000 |M  |0|    1 |        3.61 |     |
| Y3957587|       1000.000 |UN |Y3957251  |HALB|   |        61.000 |M  |0|    1 |        3.61 |     |
| Y3957596|       1000.000 |UN |Y3955274  |HALB|X  |        55.000 |M  |2|    1 |        0.95 |     |
| Y3957596|       1000.000 |UN |Y3955274  |HALB|   |        43.250 |M  |2|    1 |        0.95 |     |
| Y3957596|       1000.000 |UN |Y3957248  |HALB|X  |        55.000 |M  |0|    1 |        3.13 |     |
| Y3957596|       1000.000 |UN |Y3957248  |HALB|   |        43.250 |M  |0|    1 |        3.13 |     |
| Y3957602|       1000.000 |UN |Y3957219  |HALB|X  |         5.000 |M  |0|    1 |        5.23 |     |
| Y3957602|       1000.000 |UN |Y3957219  |HALB|   |        14.180 |M  |0|    1 |        5.23 |     |
| Y3957602|       1000.000 |UN |Y3956866  |HALB|X  |         5.000 |M  |2|    1 |        1.20 |     |
| Y3957602|       1000.000 |UN |Y3956866  |HALB|   |        14.180 |M  |2|    1 |        1.20 |     |
| Y3957486|       1000.000 |UN |Y3957095  |HALB|X  |        55.000 |M  |0|    1 |        1.52 |     |
| Y3957486|       1000.000 |UN |Y3957095  |HALB|   |       126.250 |M  |0|    1 |        1.52 |     |
| Y3957631|       1000.000 |UN |Y3956859  |HALB|X  |        55.000 |M  |2|    1 |        0.83 |     |
| Y3957631|       1000.000 |UN |Y3956859  |HALB|   |       157.500 |M  |2|    1 |        0.83 |     |
| Y3957631|       1000.000 |UN |Y3957206  |HALB|X  |        55.000 |M  |0|    1 |        3.66 |     |
| Y3957631|       1000.000 |UN |Y3957206  |HALB|   |       157.500 |M  |0|    1 |        3.66 |     |
| Y3957636|       1000.000 |UN |Y3956861  |HALB|X  |         5.000 |M  |2|    1 |        0.91 |     |
| Y3957636|       1000.000 |UN |Y3956861  |HALB|   |        62.250 |M  |2|    1 |        0.91 |     |
| Y3957636|       1000.000 |UN |Y3957208  |HALB|X  |         5.000 |M  |0|    1 |        3.91 |     |
| Y3957636|       1000.000 |UN |Y3957208  |HALB|   |        62.250 |M  |0|    1 |        3.91 |     |
| Y3957658|       1000.000 |UN |Y3959168  |HALB|X  |         5.000 |M  |0|    1 |        1.73 |     |
| Y3957658|       1000.000 |UN |Y3959168  |HALB|   |        35.240 |M  |0|    1 |        1.73 |     |
| Y3957658|       1000.000 |UN |Y3956855  |HALB|X  |         5.000 |M  |2|    1 |        0.61 |     |
| Y3957658|       1000.000 |UN |Y3956855  |HALB|   |        35.240 |M  |2|    1 |        0.61 |     |
| Y3957482|       1000.000 |UN |Y3957166  |HALB|X  |        35.000 |M  |0|    1 |        1.98 |     |
| Y3957482|       1000.000 |UN |Y3957166  |HALB|   |        73.750 |M  |0|    1 |        1.98 |     |
| Y3957482|       1000.000 |UN |Y3959102  |HALB|X  |        35.000 |M  |0|    1 |        1.02 |     |
| Y3957482|       1000.000 |UN |Y3959102  |HALB|   |        75.000 |M  |0|    1 |        1.02 |     |
| Y3957549|       1000.000 |UN |Y3957166  |HALB|X  |        25.000 |M  |0|    1 |        1.98 |     |
| Y3957549|       1000.000 |UN |Y3957166  |HALB|   |        75.000 |M  |0|    1 |        1.98 |     |
| Y3957549|       1000.000 |UN |Y3959102  |HALB|X  |        25.000 |M  |0|    1 |        1.02 |     |
| Y3957549|       1000.000 |UN |Y3959102  |HALB|   |        75.000 |M  |0|    1 |        1.02 |     |
| Y3957568|       1000.000 |UN |Y4222455  |HALB|X  |        20.000 |M  |0|    1 |        0.82 |     |
| Y3957568|       1000.000 |UN |Y4222455  |HALB|   |        30.000 |M  |0|    1 |        0.82 |     |
| Y3957568|       1000.000 |UN |Y3956859  |HALB|X  |        20.000 |M  |2|    1 |        0.83 |     |
| Y3957568|       1000.000 |UN |Y3956859  |HALB|   |        30.000 |M  |2|    1 |        0.83 |     |
| Y3957591|       1000.000 |UN |Y3955184  |HALB|X  |        55.000 |M  |0|    1 |        2.79 |     |
| Y3957591|       1000.000 |UN |Y3955184  |HALB|   |         5.460 |M  |0|    1 |        2.79 |     |
| Y3957591|       1000.000 |UN |Y3956987  |HALB|X  |        55.000 |M  |0|    1 |        0.73 |     |
| Y3957591|       1000.000 |UN |Y3956987  |HALB|   |         5.460 |M  |0|    1 |        0.73 |     |
| Y3957595|       1000.000 |UN |Y3959060  |HALB|X  |        55.000 |M  |0|    1 |        2.67 |     |
| Y3957595|       1000.000 |UN |Y3959060  |HALB|   |       147.500 |M  |0|    1 |        2.67 |     |
| Y3957599|       1000.000 |UN |Y3957142  |HALB|X  |        15.000 |M  |0|    1 |        0.50 |     |
| Y3957599|       1000.000 |UN |Y3957142  |HALB|   |       155.000 |M  |0|    1 |        0.50 |     |
| Y3957511|       1000.000 |UN |Y3955068  |HALB|X  |        40.000 |M  |0|    1 |        0.46 |     |
| Y3957511|       1000.000 |UN |Y3955068  |HALB|   |        35.500 |M  |0|    1 |        0.46 |     |
| Y3957491|       1000.000 |UN |Y2278777  |HALB|X  |       100.000 |M  |0|1000 |      160.64 |     |
| Y3957491|       1000.000 |UN |Y2278777  |HALB|   |       165.000 |M  |0|1000 |      160.64 |     |
| Y3957491|       1000.000 |UN |Y3955007  |HALB|X  |       100.000 |M  |0|    1 |        0.24 |     |
| Y3957491|       1000.000 |UN |Y3955007  |HALB|   |       165.000 |M  |0|    1 |        0.24 |     |
| Y3957656|       1000.000 |UN |Y3955486  |HALB|X  |        50.000 |M  |0|    1 |        1.44 |     |
| Y3957656|       1000.000 |UN |Y3955486  |HALB|   |        35.500 |M  |0|    1 |        1.44 |     |
| Y3957483|       1000.000 |UN |Y3957045  |HALB|X  |        15.000 |M  |0|    1 |        0.71 |     |
| Y3957483|       1000.000 |UN |Y3957045  |HALB|   |        45.250 |M  |0|    1 |        0.71 |     |
| Y3957483|       1000.000 |UN |Y4187658  |HALB|X  |        15.000 |M  |0|    1 |        0.80 |     |
| Y3957483|       1000.000 |UN |Y4187658  |HALB|   |        45.250 |M  |0|    1 |        0.80 |     |
| Y3957487|       1000.000 |UN |Y3959131  |HALB|X  |        55.000 |M  |0|    1 |        1.24 |     |
| Y3957487|       1000.000 |UN |Y3959131  |HALB|   |        10.770 |M  |0|    1 |        1.24 |     |
| Y3957487|       1000.000 |UN |Y3959126  |HALB|X  |        55.000 |M  |0|    1 |        1.40 |     |
| Y3957487|       1000.000 |UN |Y3959126  |HALB|   |        10.770 |M  |0|    1 |        1.40 |     |
